Order_ID,Order_Date,Shipment_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Quantity,Discount,Unit_Price,ProfitperUnit,CostperUnit,PercentageofProfit,Order_Month,Order_Year,Sales_v2,Profit_v2,Decimal_Percentage,Min_Order_Date,Tenure
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,Becky Martin,Consumer,San Antonio,Texas,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8,0.4,1019.994,-169.999,1189.993,-14.30%,September,2014,8159.952,-1359.992,-0.143,9/8/2014,1209 days
US-2014-106992,9/19/2014,9/21/2014,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3,0.4,1019.994,-169.999,1189.993,-14.30%,September,2014,3059.982,-509.997,-0.143,5/9/2014,1331 days
US-2014-106992,9/19/2014,9/21/2014,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,7,0.4,359.994,-35.9994,395.9934,-9.10%,September,2014,2519.958,-251.9958,-0.091,5/9/2014,1331 days
CA-2017-161984,4/10/2017,4/15/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",1,0,7.61,3.5767,4.0333,88.70%,April,2017,7.61,3.5767,0.887,9/22/2015,830 days
CA-2017-161984,4/10/2017,4/15/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,2,0,3.58,1.79,1.79,100.00%,April,2017,7.16,3.58,1,9/22/2015,830 days
CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",12,0.4,5.994,0.6993,5.2947,13.20%,April,2014,71.928,8.3916,0.132,3/26/2014,1375 days
US-2014-105767,5/23/2014,5/27/2014,Standard Class,AR-10510,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10003092,Technology,Phones,Motorola L804,2,0.4,27.594,-5.0589,32.6529,-15.50%,May,2014,55.188,-10.1178,-0.155,5/2/2014,1338 days
CA-2016-134474,1/5/2016,1/7/2016,Second Class,AJ-10795,Anthony Johnson,Corporate,Jacksonville,Florida,South,TEC-AC-10001714,Technology,Accessories,Logitech�MX Performance Wireless Mouse,6,0.2,31.912,6.7813,25.1307,27.00%,January,2016,191.472,40.6878,0.27,5/14/2014,1326 days
CA-2016-134474,1/5/2016,1/7/2016,Second Class,AJ-10795,Anthony Johnson,Corporate,Jacksonville,Florida,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,2,0.2,2.624,0.2952,2.3288,12.70%,January,2016,5.248,0.5904,0.127,5/14/2014,1326 days
CA-2016-134474,1/5/2016,1/7/2016,Second Class,AJ-10795,Anthony Johnson,Corporate,Jacksonville,Florida,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",2,0.2,29.592,2.5893,27.0027,9.60%,January,2016,59.184,5.1786,0.096,5/14/2014,1326 days
CA-2014-115791,1/16/2014,1/18/2014,Second Class,DL-13315,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,3,0.4,41.4,-10.35,51.75,-20.00%,January,2014,124.2,-31.05,-0.2,1/16/2014,1444 days
US-2014-118486,4/6/2014,4/8/2014,First Class,SD-20485,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,3,0.4,51.588,-12.0372,63.6252,-18.90%,April,2014,154.764,-36.1116,-0.189,1/26/2014,1434 days
CA-2016-134362,9/29/2016,10/2/2016,First Class,LS-16945,Linda Southworth,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,4,0.2,3.984,1.2948,2.6892,48.10%,September,2016,15.936,5.1792,0.481,4/25/2015,980 days
CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Sean Braxton,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,3,0.4,10.794,1.4392,9.3548,15.40%,September,2014,32.382,4.3176,0.154,5/9/2014,1331 days
CA-2016-158099,9/3/2016,9/5/2016,First Class,PK-18910,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,5,0.7,228.294,-152.196,380.49,-40.00%,September,2016,1141.47,-760.98,-0.4,4/4/2014,1366 days
CA-2016-158099,9/3/2016,9/5/2016,First Class,PK-18910,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,3,0.4,93.594,-15.599,109.193,-14.30%,September,2016,280.782,-46.797,-0.143,4/4/2014,1366 days
CA-2015-131128,10/19/2015,10/20/2015,First Class,TB-21520,Tracy Blumstein,Consumer,Concord,New Hampshire,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,3,0,11.48,5.74,5.74,100.00%,October,2015,34.44,17.22,1,10/17/2014,1170 days
CA-2014-142839,8/16/2014,8/20/2014,Standard Class,TS-21610,Troy Staebel,Consumer,Philadelphia,Pennsylvania,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,6,0.4,142.182,-37.9152,180.0972,-21.10%,August,2014,853.092,-227.4912,-0.211,8/16/2014,1232 days
CA-2014-103373,5/18/2014,5/24/2014,Standard Class,BS-11755,Bruce Stewart,Consumer,Cleveland,Ohio,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,2,0.4,389.898,-84.4779,474.3759,-17.80%,May,2014,779.796,-168.9558,-0.178,5/18/2014,1322 days
CA-2017-114636,8/25/2017,8/29/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,Charlotte,North Carolina,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,5,0.2,38.432,13.4512,24.9808,53.80%,August,2017,192.16,67.256,0.538,2/11/2014,1418 days
CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,Chuck Clark,Home Office,Concord,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",3,0,107.53,21.506,86.024,25.00%,January,2016,322.59,64.518,0.25,9/6/2015,846 days
CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,Chuck Clark,Home Office,Concord,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1,0,29.99,13.1956,16.7944,78.60%,January,2016,29.99,13.1956,0.786,9/6/2015,846 days
CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,Chuck Clark,Home Office,Concord,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,3,0,123.99,22.3182,101.6718,22.00%,January,2016,371.97,66.9546,0.22,9/6/2015,846 days
CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,Tracy Blumstein,Consumer,Fairfield,Ohio,East,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",3,0.4,136.53,-40.959,177.489,-23.10%,October,2014,409.59,-122.877,-0.231,10/17/2014,1170 days
CA-2017-111689,11/30/2017,12/2/2017,Second Class,HP-14815,Harold Pawlan,Home Office,New York City,New York,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',3,0.2,22.824,7.7031,15.1209,50.90%,November,2017,68.472,23.1093,0.509,5/6/2014,1334 days
CA-2017-111689,11/30/2017,12/2/2017,Second Class,HP-14815,Harold Pawlan,Home Office,New York City,New York,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,5,0.1,248.58,52.478,196.102,26.80%,November,2017,1242.9,262.39,0.268,5/6/2014,1334 days
CA-2015-129098,10/9/2015,10/13/2015,Standard Class,DK-13090,Dave Kipp,Consumer,Springfield,Virginia,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",2,0,15.42,4.1634,11.2566,37.00%,October,2015,30.84,8.3268,0.37,3/2/2015,1034 days
US-2017-123463,12/23/2017,12/23/2017,Same Day,GZ-14470,Gary Zandusky,Consumer,San Francisco,California,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",4,0,3.37,1.4828,1.8872,78.60%,December,2017,13.48,5.9312,0.786,8/5/2014,1243 days
CA-2016-165148,10/22/2016,10/24/2016,First Class,PM-19135,Peter McVee,Home Office,Detroit,Michigan,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,5,0,6.28,2.0096,4.2704,47.10%,October,2016,31.4,10.048,0.471,12/19/2015,742 days
CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,Long Beach,New York,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",3,0.4,330.588,-115.7058,446.2938,-25.90%,June,2014,991.764,-347.1174,-0.259,6/6/2014,1303 days
CA-2015-143602,4/25/2015,4/28/2015,Second Class,JS-15595,Jill Stevenson,Corporate,Los Angeles,California,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3,0.2,4.648,1.5106,3.1374,48.10%,April,2015,13.944,4.5318,0.481,3/3/2014,1398 days
CA-2017-115364,6/26/2017,7/2/2017,Standard Class,OT-18730,Olvera Toch,Consumer,San Diego,California,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,12,0,6.98,0.1396,6.8404,2.00%,June,2017,83.76,1.6752,0.02,4/20/2015,985 days
CA-2017-150707,10/14/2017,10/19/2017,Standard Class,EL-13735,Ed Ludwig,Home Office,Columbia,Maryland,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",7,0,5.38,2.6362,2.7438,96.10%,October,2017,37.66,18.4534,0.961,4/22/2016,617 days
US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,7,0.4,225.678,-63.9421,289.6201,-22.10%,March,2014,1579.746,-447.5947,-0.221,3/17/2014,1384 days
CA-2017-132934,6/20/2017,6/26/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,New Rochelle,New York,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,5,0,29.99,2.999,26.991,11.10%,June,2017,149.95,14.995,0.111,3/16/2015,1020 days
CA-2017-132934,6/20/2017,6/26/2017,Standard Class,JE-15475,Jeremy Ellison,Consumer,New Rochelle,New York,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,3,0.2,17.104,6.2002,10.9038,56.90%,June,2017,51.312,18.6006,0.569,3/16/2015,1020 days
CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",1,0,4.54,2.043,2.497,81.80%,June,2017,4.54,2.043,0.818,4/5/2014,1365 days
CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,4,0,3.98,1.3532,2.6268,51.50%,June,2017,15.92,5.4128,0.515,4/5/2014,1365 days
CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,Tracy Hopkins,Home Office,Detroit,Michigan,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,8,0,67.99,16.9975,50.9925,33.30%,June,2017,543.92,135.98,0.333,4/5/2014,1365 days
CA-2016-105494,11/10/2016,11/12/2016,First Class,PC-18745,Pamela Coakley,Corporate,San Francisco,California,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,7,0,22.26,6.0102,16.2498,37.00%,November,2016,155.82,42.0714,0.37,12/31/2014,1095 days
CA-2016-105494,11/10/2016,11/12/2016,First Class,PC-18745,Pamela Coakley,Corporate,San Francisco,California,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,3,0.2,23.336,8.1676,15.1684,53.80%,November,2016,70.008,24.5028,0.538,12/31/2014,1095 days
CA-2016-140634,10/3/2016,10/6/2016,Second Class,HL-15040,Hunter Lopez,Consumer,Houston,Texas,Central,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,2,0.2,7.824,2.5428,5.2812,48.10%,October,2016,15.648,5.0856,0.481,1/20/2014,1440 days
US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,4,0.4,267.894,-138.4119,406.3059,-34.10%,March,2014,1071.576,-553.6476,-0.341,3/17/2014,1384 days
US-2016-114622,4/10/2016,4/12/2016,First Class,JR-16210,Justin Ritter,Corporate,Springfield,Ohio,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,2,0.7,4.452,-3.2648,7.7168,-42.30%,April,2016,8.904,-6.5296,-0.423,9/18/2015,834 days
CA-2017-150959,11/11/2017,11/13/2017,First Class,TD-20995,Tamara Dahlen,Consumer,Garland,Texas,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5,0.2,2.088,0.6786,1.4094,48.10%,November,2017,10.44,3.393,0.481,5/19/2014,1321 days
CA-2017-150959,11/11/2017,11/13/2017,First Class,TD-20995,Tamara Dahlen,Consumer,Garland,Texas,Central,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,4,0.8,4.584,-8.022,12.606,-63.60%,November,2017,18.336,-32.088,-0.636,5/19/2014,1321 days
CA-2017-132353,9/15/2017,9/17/2017,First Class,DB-13060,Dave Brooks,Consumer,Chicago,Illinois,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,3,0.2,107.992,6.7495,101.2425,6.70%,September,2017,323.976,20.2485,0.067,3/1/2014,1400 days
CA-2016-130477,4/8/2016,4/12/2016,Standard Class,LC-17140,Logan Currie,Consumer,Los Angeles,California,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,3,0,6.68,3.2064,3.4736,92.30%,April,2016,20.04,9.6192,0.923,9/9/2014,1208 days
CA-2016-130477,4/8/2016,4/12/2016,Standard Class,LC-17140,Logan Currie,Consumer,Los Angeles,California,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,2,0,32.48,1.2992,31.1808,4.20%,April,2016,64.96,2.5984,0.042,9/9/2014,1208 days
CA-2016-130477,4/8/2016,4/12/2016,Standard Class,LC-17140,Logan Currie,Consumer,Los Angeles,California,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,2,0,6.48,3.1104,3.3696,92.30%,April,2016,12.96,6.2208,0.923,9/9/2014,1208 days
CA-2017-143259,12/30/2017,1/3/2018,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",4,0.2,80.784,3.0294,77.7546,3.90%,December,2017,323.136,12.1176,0.039,3/23/2014,1378 days
CA-2017-143259,12/30/2017,1/3/2018,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,7,0,12.99,0.3897,12.6003,3.10%,December,2017,90.93,2.7279,0.031,3/23/2014,1378 days
CA-2017-143259,12/30/2017,1/3/2018,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York City,New York,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,3,0.2,17.592,6.597,10.995,60.00%,December,2017,52.776,19.791,0.6,3/23/2014,1378 days
CA-2017-137596,9/2/2017,9/7/2017,Standard Class,BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,4,0,299.95,80.9865,218.9635,37.00%,September,2017,1199.8,323.946,0.37,1/15/2016,715 days
CA-2017-137596,9/2/2017,9/7/2017,Standard Class,BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,TEC-AC-10004666,Technology,Accessories,Maxell�iVDR EX 500GB Cartridge,7,0,275.54,118.4822,157.0578,75.40%,September,2017,1928.78,829.3754,0.754,1/15/2016,715 days
CA-2017-137596,9/2/2017,9/7/2017,Standard Class,BE-11335,Bill Eplett,Home Office,Jackson,Michigan,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,2,0,176.19,40.5237,135.6663,29.90%,September,2017,352.38,81.0474,0.299,1/15/2016,715 days
CA-2015-133627,5/31/2015,6/7/2015,Standard Class,SC-20050,Sample Company A,Home Office,Norwich,Connecticut,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,6,0,3.7,1.517,2.183,69.50%,May,2015,22.2,9.102,0.695,3/18/2014,1383 days
CA-2017-102519,11/27/2017,11/29/2017,First Class,BM-11650,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",1,0,46.94,19.2454,27.6946,69.50%,November,2017,46.94,19.2454,0.695,7/9/2014,1270 days
CA-2017-102519,11/27/2017,11/29/2017,First Class,BM-11650,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,9,0,15.97,6.2283,9.7417,63.90%,November,2017,143.73,56.0547,0.639,7/9/2014,1270 days
US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,New York City,New York,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",3,0.4,204.636,-40.9272,245.5632,-16.70%,March,2014,613.908,-122.7816,-0.167,3/17/2014,1384 days
US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,6,0.4,89.994,-17.9988,107.9928,-16.70%,November,2014,539.964,-107.9928,-0.167,6/8/2014,1301 days
CA-2016-165218,3/5/2016,3/11/2016,Standard Class,RW-19630,Rob Williams,Corporate,Dallas,Texas,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,3,0.2,49.784,16.8021,32.9819,50.90%,March,2016,149.352,50.4063,0.509,6/28/2014,1281 days
CA-2016-165218,3/5/2016,3/11/2016,Standard Class,RW-19630,Rob Williams,Corporate,Dallas,Texas,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,1,0.2,12.992,-0.812,13.804,-5.90%,March,2016,12.992,-0.812,-0.059,6/28/2014,1281 days
CA-2014-102869,9/9/2014,9/14/2014,Second Class,LC-17140,Logan Currie,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1,0.4,135.516,-31.6204,167.1364,-18.90%,September,2014,135.516,-31.6204,-0.189,9/9/2014,1208 days
CA-2015-111164,4/11/2015,4/15/2015,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,3,0,28.38,11.6358,16.7442,69.50%,April,2015,85.14,34.9074,0.695,4/11/2014,1359 days
CA-2015-111164,4/11/2015,4/15/2015,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,East,TEC-PH-10004531,Technology,Phones,AT&T CL2909,1,0,21.99,10.5552,11.4348,92.30%,April,2015,21.99,10.5552,0.923,4/11/2014,1359 days
CA-2015-111164,4/11/2015,4/15/2015,Standard Class,SE-20110,Sanjit Engle,Consumer,New York City,New York,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,5,0,81.32,22.7696,58.5504,38.90%,April,2015,406.6,113.848,0.389,4/11/2014,1359 days
CA-2016-149797,9/15/2016,9/20/2016,Standard Class,AH-10075,Adam Hart,Corporate,New York City,New York,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,2,0.2,420.784,147.2744,273.5096,53.80%,September,2016,841.568,294.5488,0.538,11/16/2014,1140 days
CA-2014-105984,11/24/2014,11/24/2014,Same Day,MY-18295,Muhammed Yedwab,Corporate,Columbus,Ohio,East,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),5,0.4,209.994,-41.9988,251.9928,-16.70%,November,2014,1049.97,-209.994,-0.167,4/28/2014,1342 days
CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Tiffany House,Corporate,New York City,New York,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,2,0.4,26.658,-9.7746,36.4326,-26.80%,December,2014,53.316,-19.5492,-0.268,11/4/2014,1152 days
CA-2015-115091,10/5/2015,10/9/2015,Standard Class,JJ-15760,Joel Jenkins,Home Office,Springfield,Virginia,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,4,0,11.55,3.234,8.316,38.90%,October,2015,46.2,12.936,0.389,10/5/2015,817 days
CA-2015-115091,10/5/2015,10/9/2015,Standard Class,JJ-15760,Joel Jenkins,Home Office,Springfield,Virginia,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,2,0,14.42,4.7586,9.6614,49.30%,October,2015,28.84,9.5172,0.493,10/5/2015,817 days
CA-2017-144932,4/14/2017,4/17/2017,First Class,AB-10165,Alan Barnes,Consumer,Toledo,Ohio,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,3,0.2,4.864,0.8512,4.0128,21.20%,April,2017,14.592,2.5536,0.212,11/16/2014,1140 days
CA-2017-144932,4/14/2017,4/17/2017,First Class,AB-10165,Alan Barnes,Consumer,Toledo,Ohio,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",3,0.2,29.952,7.1136,22.8384,31.10%,April,2017,89.856,21.3408,0.311,11/16/2014,1140 days
CA-2017-144932,4/14/2017,4/17/2017,First Class,AB-10165,Alan Barnes,Consumer,Toledo,Ohio,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,3,0.2,4.624,1.6762,2.9478,56.90%,April,2017,13.872,5.0286,0.569,11/16/2014,1140 days
CA-2017-114216,9/2/2017,9/6/2017,Standard Class,RK-19300,Ralph Kennedy,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",3,0.2,4.064,1.3716,2.6924,50.90%,September,2017,12.192,4.1148,0.509,7/20/2015,894 days
CA-2016-140081,6/20/2016,6/24/2016,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",8,0.2,5.632,1.9008,3.7312,50.90%,June,2016,45.056,15.2064,0.509,6/1/2015,943 days
CA-2016-140081,6/20/2016,6/24/2016,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,6,0.7,4.953,-3.6322,8.5852,-42.30%,June,2016,29.718,-21.7932,-0.423,6/1/2015,943 days
CA-2016-140081,6/20/2016,6/24/2016,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,3,0.2,5.184,1.8144,3.3696,53.80%,June,2016,15.552,5.4432,0.538,6/1/2015,943 days
CA-2016-140081,6/20/2016,6/24/2016,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2,0.2,223.848,16.7886,207.0594,8.10%,June,2016,447.696,33.5772,0.081,6/1/2015,943 days
US-2017-111745,11/5/2017,11/6/2017,First Class,RA-19885,Ruben Ausman,Corporate,Farmington,New Mexico,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,1,0,159.99,54.3966,105.5934,51.50%,November,2017,159.99,54.3966,0.515,4/8/2014,1362 days
CA-2015-148250,12/13/2015,12/17/2015,Standard Class,RP-19270,Rachel Payne,Corporate,Riverside,California,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,2,0,6.48,3.1104,3.3696,92.30%,December,2015,12.96,6.2208,0.923,10/19/2014,1168 days
CA-2015-148250,12/13/2015,12/17/2015,Standard Class,RP-19270,Rachel Payne,Corporate,Riverside,California,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,4,0,33.62,8.7412,24.8788,35.10%,December,2015,134.48,34.9648,0.351,10/19/2014,1168 days
CA-2016-105760,6/19/2016,6/20/2016,First Class,KC-16255,Karen Carlisle,Corporate,San Francisco,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",2,0,8.56,4.0232,4.5368,88.70%,June,2016,17.12,8.0464,0.887,9/8/2014,1209 days
CA-2016-142958,12/13/2016,12/20/2016,Standard Class,RW-19630,Rob Williams,Corporate,Torrance,California,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",2,0.2,3.048,1.1049,1.9431,56.90%,December,2016,6.096,2.2098,0.569,6/28/2014,1281 days
CA-2016-142958,12/13/2016,12/20/2016,Standard Class,RW-19630,Rob Williams,Corporate,Torrance,California,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,4,0.2,278.568,10.4463,268.1217,3.90%,December,2016,1114.272,41.7852,0.039,6/28/2014,1281 days
CA-2015-120880,5/29/2015,6/3/2015,Standard Class,JL-15850,John Lucas,Consumer,Seattle,Washington,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,5,0,6.48,3.1104,3.3696,92.30%,May,2015,32.4,15.552,0.923,7/22/2014,1257 days
CA-2015-120880,5/29/2015,6/3/2015,Standard Class,JL-15850,John Lucas,Consumer,Seattle,Washington,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,3,0,180.19,46.8494,133.3406,35.10%,May,2015,540.57,140.5482,0.351,7/22/2014,1257 days
